player_id,next_1_opp,next_1_diff,next_2_opp,next_2_diff,next_3_opp,next_3_diff,next_4_opp,next_4_diff,next_5_opp,next_5_diff
2136,NFO,3,tot,3,BRE,3,new,3,MCI,4
2137,cov,2,ARS,4,sun,3,CRY,3,liv,4
2138,IPS,2,lee,3,NFO,3,bha,3,NEW,2
2139,IPS,2,lee,3,NFO,3,bha,3,NEW,2
2140,IPS,2,lee,3,NFO,3,bha,3,NEW,2
2141,liv,4,MUN,4,ips,2,HUL,2,cov,2
2142,liv,4,MUN,4,ips,2,HUL,2,cov,2
2143,liv,4,MUN,4,ips,2,HUL,2,cov,2
2144,che,4,new,3,EVE,3,ful,3,BRE,3
2145,che,4,new,3,EVE,3,ful,3,BRE,3
2146,che,4,new,3,EVE,3,ful,3,BRE,3
2147,che,4,new,3,EVE,3,ful,3,BRE,3
2148,che,4,new,3,EVE,3,ful,3,BRE,3
2149,NEW,2,CRY,3,ars,5,MUN,4,sun,3
2150,NEW,2,CRY,3,ars,5,MUN,4,sun,3
2151,lee,3,HUL,2,cov,2,AVL,3,cry,3
2152,ARS,4,mci,5,BHA,2,bou,3,LEE,2
2153,ARS,4,mci,5,BHA,2,bou,3,LEE,2
2154,cov,2,ARS,4,sun,3,CRY,3,liv,4
2155,mun,4,SUN,2,liv,4,IPS,2,avl,4
